Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
393,Piplup,W,1,,,72/100,majesticdawn,Naoyo Kimura,,,
T,Mom's Kindess,Su,2,,,83/100,majesticdawn,Ken Sugimori,,,
T,Dome Fossil,T,1,,,89/100,majesticdawn,Ryo Ueda,,,
415,Combee,G,1,,,4/135,plasmastorm,Yukiko Baba,,,
146,Moltres EX,F,5,Full,Team Plasma,14/135,plasmastorm,Eske Yoshinob,Bent Corner,,
319,Sharpedo,W,3,,Team Plasma,33/135,plasmastorm,5ban Graphics,,,
447,Riolu,Fg,1,,,76/135,plasmastorm,Akira Komayama,,,
510,Liepard,D,3,Reverse,Team Plasma's,84/135,plasmastorm,5ban Graphics,,,
1,Bulbasaur,G,1,Reverse,,1/18,detectivepikachu,MPC Film,,,
272,Ludicolo,G,3,Reverse,,2/18,detectivepikachu,Framestore,,,
755,Morelull,G,1,Reverse,,3/18,detectivepikachu,MPC Film,,,
4,Charmander,F,1,Reverse,,4/18,detectivepikachu,MPC Film,,,
6,Charizard,F,5,Reverse,,5/18,detectivepikachu,Framestore,,,7/12/2019
59,Arcanine,F,3,Reverse,,6/18,detectivepikachu,MPC Film,,,
54,Psyduck,W,1,Reverse,,7/18,detectivepikachu,Framestore,,,
129,Magikarp,W,1,Reverse,,8/18,detectivepikachu,Framestore,,,
658,Greninja,W,5,Reverse,,9/18,detectivepikachu,MPC Film,,,
25,Detective Pikachu,El,3,Reverse,,10/18,detectivepikachu,MPC Film,,,
122,Mr. Mime,P,3,Reverse,,11/18,detectivepikachu,MPC Film,,,
150,Mewtwo,P,5,Reverse,,12/18,detectivepikachu,MPC Film,,,
68,Machamp,Fg,3,Reverse,,13/18,detectivepikachu,MPC Film,,,
39,Jigglypuff,Fa,1,Reverse,,14/18,detectivepikachu,Framestore,,,
209,Snubbull,Fa,1,Reverse,,15/18,detectivepikachu,Framestore,,,
108,Lickitung,N,1,Reverse,,16/18,detectivepikachu,MPC Film,,,
132,Ditto,N,5,Reverse,,17/18,detectivepikachu,MPC Film,,,
289,Slaking,N,3,Reverse,,18/18,detectivepikachu,Framestore,,,
69,Bellsprout,G,1,Reverse,,1/111,furiousfists,Kanako Eo,,,
70,Weepinbell,G,2,,,2/111,furiousfists,Mizue,,,
71,Victreebel,G,3,Art,,3/111,furiousfists,Sanosuke Sakuma,,,
71,Victreebel,G,3,Reverse,,3/111,furiousfists,Sanosuke Sakuma,,,
285,Shroomish,G,1,Reverse,,6/111,furiousfists,Kyoko Umemoto,,,
470,Leafeon,G,3,Reverse,,7/111,furiousfists,Naoyo Kimura,,,
616,Shelmet,G,1,,,8/111,furiousfists,sui,,,
617,Accelgor,G,2,Reverse,,9/111,furiousfists,Shin Nagasawa,,,
126,Magmar,F,1,,,10/111,furiousfists,MAHOU,,,
467,Magmortar,F,3,Reverse,,11/111,furiousfists,PLANETA,,,
255,Torchic,F,1,,,12/111,furiousfists,Sanosuke Sakuma,,,
256,Combusken,F,2,Reverse,,13/111,furiousfists,Shin Nagasawa,,,
257,Blaziken,F,3,Reverse,,14/111,furiousfists,PLANETA,,,
60,Poliwag,W,1,Reverse,,15/111,furiousfists,MAHOU,,,
61,Poliwhirl,W,2,Reverse,,16/111,furiousfists,Kanako Eo,,,
62,Poliwrath,W,3,Art,,17/111,furiousfists,Mitsuhiro Arita,,,
62,Poliwrath,W,3,Reverse,,17/111,furiousfists,Mitsuhiro Arita,,,
186,Politoed,W,3,Reverse / Art,,18/111,furiousfists,Atsuko Nishido,,,
471,Glaceon,W,3,,,19/111,furiousfists,Kagemaru Himeno,,,
537,Seismitoad EX,W,5,Full,,20/111,furiousfists,Eske Yoshinob,Bent,,
613,Cubchoo,W,1,Reverse,,21/111,furiousfists,kirisAki,,,
614,Beartic,W,3,,,22/111,furiousfists,PLANETA,,,
692,Clauncher,W,1,,,23/111,furiousfists,5ban Graphics,,,
693,Clawitzer,W,3,Art,,24/111,furiousfists,5ban Graphics,,,
698,Amaura,W,2,,,25/111,furiousfists,5ban Graphics,,,
699,Aurorus,W,3,,,26/111,furiousfists,5ban Graphics,,,
25,Pikachu,El,1,Reverse,,27/111,furiousfists,Sanosuke Sakuma,,,
26,Raichu,El,2,,,28/111,furiousfists,Sanosuke Sakuma,,,
125,Electabuzz,El,1,Reverse,,29/111,furiousfists,Naoki Saito,,,
466,Electivire,El,3,,,30/111,furiousfists,PLANETA,,,
311,Plusle,El,1,,,31/111,furiousfists,Akira Komayama,,,
312,Minun,El,1,,,32/111,furiousfists,Akira Komayama,,,
642,Thundurus,El,3,,,33/111,furiousfists,Hajime Kusajima,,,
702,Dedenne,El,2,Reverse,,34/111,furiousfists,5ban Graphics,,,
96,Drowzee,P,1,Card,,35/111,furiousfists,Sumiyoshi Kizuki,,,
97,Hypno,P,3,,,36/111,furiousfists,Shigenari Negishi,,,
124,Jynx,P,3,,,37/111,furiousfists,Naoki Saito,,,
451,Skorupi,P,1,Reverse,,38/111,furiousfists,Naoki Saito,,,
574,Gothita,P,1,Reverse,,39/111,furiousfists,Atsuko Nishida,,,
575,Gothorita,P,2,,,40/111,furiousfists,Suwama Chiaki,,,
576,Gothitelle,P,3,,,41/111,furiousfists,kirisAki,,,
622,Golett,P,1,Reverse,,42/111,furiousfists,Sumiyoshi Kizuki,,,
623,Golurk,P,3,Reverse,,43/111,furiousfists,PLANETA,,,
66,Machop,Fg,1,,,44/111,furiousfists,Kouki Saitou,,,
67,Machoke,Fg,2,,,45/111,furiousfists,Mitsuhiro Arita,,,
68,Machamp,Fg,3,Art,,46/111,furiousfists,PLANETA,,,
106,Hitmonlee,Fg,2,,,47/111,furiousfists,Hitoshi Ariga,,,
107,Hitmonchan,Fg,2,,,48/111,furiousfists,match,,,
237,Hitmontop,Fg,1,,,49/111,furiousfists,kawayoo,,,
286,Breloom,Fg,3,,,50/111,furiousfists,Hitoshi Arigo,,,
296,Makuhita,Fg,1,,,51/111,furiousfists,Masokazu Fukuda,,,
297,Hariyama,Fg,3,,,52/111,furiousfists,TOKIYA,,,
328,Trapinch,Fg,1,,,53/111,furiousfists,Mizue,,,
448,M Lucario EX,Fg,5,Full,Full Art,55/111,furiousfists,5ban Graphics,,,
619,Mienfoo,Fg,1,Reverse,,56/111,furiousfists,Shigenori Negishi,,,
620,Mienshao,Fg,2,Reverse,,57/111,furiousfists,TOKIYA,,,
645,Landorus,Fg,3,Art,,58/111,furiousfists,PLANETA,,,
674,Pancham,Fg,1,Reverse,,59/111,furiousfists,5ban Graphics,,,
674,Pancham,Fg,1,Reverse,,60/111,furiousfists,5ban Graphics,,,
696,Tyrunt,Fg,2,Reverse,,61/111,furiousfists,5ban Graphics,,,
697,Tyrantrum,Fg,3,,,62/111,furiousfists,5ban Graphics,,,
701,Hawlucha,Fg,3,Art,,63/111,furiousfists,5ban Graphics,,,
452,Drapion,D,5,,,65/111,furiousfists,Hitoshi Ariga,,,
559,Scraggy,D,1,Reverse,,66/111,furiousfists,Tomokazu Komiya,,,
560,Scrafty,D,2,,,67/111,furiousfists,match,,,
675,Pangoro,D,3,,,68/111,furiousfists,5ban Graphics,,,
35,Clefairy,Fa,1,Reverse,,69/111,furiousfists,Naoyo Kimura,,,
35,Clefairy,Fa,1,,,70/111,furiousfists,match,,,
36,Clefable,Fa,2,,,71/111,furiousfists,Atsuko Nishida,,,
700,Sylveon,Fa,3,,,72/111,furiousfists,5ban Graphics,,,
707,Klefki,Fa,2,,,73/111,furiousfists,5ban Graphics,,,
329,Vibrava,Dr,2,,,75/111,furiousfists,Kagemaru Himeno,,,
330,Flygon,Dr,3,,,76/111,furiousfists,Masakazu Fukuda,,,
108,Lickitung,N,1,Reverse,,78/111,furiousfists,Masokazu Fukuda,,,
463,Lickilicky,N,2,,,79/111,furiousfists,Hajime Kusajima,,,
133,Eevee,N,1,Reverse,,80/111,furiousfists,sui,,,
287,Slakoth,N,1,,,81/111,furiousfists,Midori Harada,,,
288,Vigoroth,N,2,,,82/111,furiousfists,Suwama Chiaki,,,
289,Slaking,N,3,Art,,83/111,furiousfists,PLANETA,,,
504,Patrat,N,1,,,84/111,furiousfists,Kyoko Umemoto,,,
505,Watchog,N,2,,,85/111,furiousfists,Midori Harada,,,
641,Tornadus,N,3,,,86/111,furiousfists,kawayoo,,,
714,Noibat,N,1,Reverse,,87/111,furiousfists,5ban Graphics,,,
T,Battle Reporter,Su,2,,,88/111,furiousfists,Shin Nagasawa,,,
T,Energy Switch,I,2,Full,,89/111,furiousfists,5ban Graphics,,,
T,Fighting Stadium,S,2,,,90/111,furiousfists,Ryo Ueda,,,
T,Focus Sash,I,2,,,91/111,furiousfists,Toyste Beach,,,
T,Fossil Researcher,Su,2,,,92/111,furiousfists,Naoki Saito,,,
T,Full Heal,I,2,,,93/111,furiousfists,5ban Graphics,,,
T,Jaw Fossil,I,2,,,94/111,furiousfists,Toyste Beach,,,
T,Korrina,Su,2,Full,,95/111,furiousfists,Ken Sugimori,,,
T,Maintenance,I,2,,,96/111,furiousfists,Toyste Beach,,,
T,Mountain Ring,S,2,,,97/111,furiousfists,Ryo Ueda,,,
T,Sail Fossil,I,2,,,98/111,furiousfists,Toyste Beach,,,
T,Sparkling Robe,I,2,Full,,99/111,furiousfists,Toyste Beach,,,
T,Super Scoop Up,I,2,Full,,100/111,furiousfists,5ban Graphics,,,
T,Tool Retriever,I,2,Full,,101/111,furiousfists,Toyste Beach,,,
T,Training Center,S,2,Full,,102/111,furiousfists,Ryo Ueda,,,
T,Herbal Energy,E,2,,,103/111,furiousfists,5ban Graphics,,,
T,Strong Energy,E,2,Full,,104/111,furiousfists,5ban Graphics,,,
214,Heracross EX,G,5,Full,Full Art / Ridged,105/111,furiousfists,Ryo Ueda,,,
378,M Lucario EX,Fg,5,Full,Full Art,113/111,furiousfists,5ban Graphics,,,
547,Whimsicott,G,3,,,6/202,swordshieldbaseset,kodama,,,1/25/2020
810,Grookey,G,1,,,10/202,swordshieldbaseset,Naoki Saito,,,1/25/2020
812,Rillaboom,G,3,Reverse,,14/202,swordshieldbaseset,Anesaki Dynamic,,,2/2/2020
812,Rillaboom,G,3,,,15/202,swordshieldbaseset,Shin Nagsawa,,,2/2/2020
824,Blipbug,G,1,Reverse,,16/202,swordshieldbaseset,nagimiso,,,1/25/2020
824,Blipbug,G,1,,,17/202,swordshieldbaseset,Mina Nakai,,,2/2/2020
825,Dottler,G,2,,,18/202,swordshieldbaseset,Misa Tsutsui,,,1/25/2020
829,Gossifleur,G,1,,,20/202,swordshieldbaseset,Saya Tsuruta,,,1/25/2020
631,Heatmor,F,2,,,26/202,swordshieldbaseset,kawayoo,,,2/2/2020
757,Salandit,F,1,,,27/202,swordshieldbaseset,SATOSHI NAKAI,,,1/25/2020
758,Salazzle,F,2,,,28/202,swordshieldbaseset,Tomokazu Komiya,,,1/25/2020
776,Turtonator,F,3,Reverse,,29/202,swordshieldbaseset,KEIICHIRO ITO,,,1/25/2020
813,Scorbunny,F,1,,,30/202,swordshieldbaseset,kirisAki,,,1/25/2020
813,Scorbunny,F,1,,,31/202,swordshieldbaseset,Kagemaru Himeno,,,1/25/2020
814,Raboot,F,2,,,32/202,swordshieldbaseset,Mizue,,,2/2/2020
814,Raboot,F,2,,,33/202,swordshieldbaseset,kirisAki,,,1/25/2020
850,Sizzlipede,F,1,,,37/202,swordshieldbaseset,Akira Komayama,,,1/25/2020
91,Cloyster,W,3,Reverse,,41/202,swordshieldbaseset,MAHOU,,,2/2/2020
98,Krabby,W,1,,,42/202,swordshieldbaseset,ryoma uratsuka,,,1/25/2020
98,Krabby,W,1,,,43/202,swordshieldbaseset,miki kudo,,,1/25/2020
118,Goldeen,W,1,,,45/202,swordshieldbaseset,Suwama Chiaki,,,1/25/2020
226,Mantine,W,2,,,52/202,swordshieldbaseset,Jumpei Akasaka,,,2/2/2020
816,Sobble,W,1,,,54/202,swordshieldbaseset,Megumi Mizutani,,,2/2/2020
816,Sobble,W,1,,,55/202,swordshieldbaseset,Hitoshi Ariga,,,1/25/2020
817,Drizzle,W,2,Reverse,,56/202,swordshieldbaseset,Naoki Saito,,,2/2/2020
818,Inteleon,W,3,,,58/202,swordshieldbaseset,Kagemaru Himeno,,,1/25/2020
833,Chewtle,W,1,,,60/202,swordshieldbaseset,Mina Nakai,,,1/25/2020
834,Drednaw,W,3,,,61/202,swordshieldbaseset,Hitoshi Ariga,,,2/2/2020
872,Snom,W,1,,,63/202,swordshieldbaseset,Mina Nakai,,,1/25/2020
25,Pikachu,El,1,,,65/202,swordshieldbaseset,Ryuta Fuse,,,1/25/2020
170,Chinchou,El,1,,,67/202,swordshieldbaseset,Sumiyoshi Kizuki,,,1/25/2020
595,Joltik,El,1,,,70/202,swordshieldbaseset,Motofumi Fujiwara,,,2/2/2020
596,Galvantula,El,2,,,71/202,swordshieldbaseset,otumami,,,2/2/2020
835,Yamper,El,1,,,74/202,swordshieldbaseset,Saya Tsuruta,,,1/25/2020
871,Pincurchin,El,1,,,77/202,swordshieldbaseset,Akira Komayama,,,2/2/2020
77,Galarian Ponyta,P,1,,,81/202,swordshieldbaseset,Saya Tsuruta,,,1/25/2020
92,Gastly,P,1,,,83/202,swordshieldbaseset,Taira Akitsu,,,1/25/2020
93,Haunter,P,2,,,84/202,swordshieldbaseset,HYOGONOSUKE,,,1/25/2020
854,Sinistea,P,1,,,89/202,swordshieldbaseset,Saya Tsuruta,,,1/25/2020
855,Polteageist,P,2,Reverse,,90/202,swordshieldbaseset,Shin Nagasawa,,,1/25/2020
50,Diglett,Fg,1,Reverse,,92/202,swordshieldbaseset,Hasegawa Saki,,,2/2/2020
106,Hitmonlee,Fg,2,,,94/202,swordshieldbaseset,Shigenori Negishi,,,1/25/2020
111,Rhyhorn,Fg,1,,,97/202,swordshieldbaseset,sui,,,1/25/2020
343,Baltoy,Fg,1,Reverse,,101/202,swordshieldbaseset,Uta,,,1/25/2020
343,Baltoy,Fg,1,,,102/202,swordshieldbaseset,Miki Tanaka,,,2/2/2020
344,Claydol,Fg,3,Reverse,,103/202,swordshieldbaseset,Tomokazu Komiya,,,2/2/2020
749,Mudbray,Fg,1,Reverse,,105/202,swordshieldbaseset,Shibuzoh.,,,1/25/2020
750,Mudsdale,Fg,3,,,106/202,swordshieldbaseset,Masakazu Fukuda,,,2/2/2020
843,Silicobra,Fg,1,,,107/202,swordshieldbaseset,Misa Tsutsui,,,1/25/2020
852,Clobbopus,Fg,1,,,111/202,swordshieldbaseset,Mina Nakai,,,1/25/2020
852,Clobbopus,Fg,1,,,112/202,swordshieldbaseset,Akira Komayama,,,2/2/2020
263,Galarian Zizagoon,D,1,,,117/202,swordshieldbaseset,kirisAki,,,1/25/2020
264,Galarian Linoone,D,2,,,118/202,swordshieldbaseset,nagimiso,,,2/2/2020
862,Galarian Obstagoon,D,3,,,119/202,swordshieldbaseset,Kouki Saitou,,,2/2/2020
451,Skorupi,D,1,,,121/202,swordshieldbaseset,sowsow,,,1/25/2020
453,Croagunk,D,1,Reverse,,123/202,swordshieldbaseset,otumami,,,1/25/2020
52,Galarian Meowth,Sl,1,,,127/202,swordshieldbaseset,kirisAki,,,1/25/2020
303,Mawile,Sl,1,,,129/202,swordshieldbaseset,AKIRA EGAWA,,,1/25/2020
598,Ferrothorn,Sl,2,,,131/202,swordshieldbaseset,Midori Harada,,,1/25/2020
618,Galarian Stunfisk,Sl,2,,,132/202,swordshieldbaseset,Kouki Saitou,,,1/25/2020
624,Pawniard,Sl,1,,,133/202,swordshieldbaseset,Motofumi Fujiwara,,,1/25/2020
625,Bisharp,Sl,2,,,134/202,swordshieldbaseset,kawayoo,,,1/25/2020
878,Cufant,Sl,1,,,136/202,swordshieldbaseset,kirisAki,,,1/25/2020
879,Copperajah,Sl,3,Art,,137/202,swordshieldbaseset,Hitoshi Ariga,,,1/25/2020
143,Snorlax,N,3,,,140/202,swordshieldbaseset,chibi,,,1/25/2020
143,Snorlax V,N,5,Full,Full Art,141/202,swordshieldbaseset,Masakazu Fukuda,,,1/25/2020
163,Hoothoot,N,1,,,143/202,swordshieldbaseset,Yumi,,,1/25/2020
164,Noctowl,N,3,,,144/202,swordshieldbaseset,kawayoo,,,1/25/2020
572,Minccino,N,1,,,145/202,swordshieldbaseset,Sekio,,,2/2/2020
572,Minccino,N,1,Reverse,,146/202,swordshieldbaseset,sowsow,,,2/2/2020
573,Cinccino,N,3,,,147/202,swordshieldbaseset,sui,,,1/25/2020
780,Drampa,N,3,,,149/202,swordshieldbaseset,tetsuya koizumi,,,2/2/2020
821,Rookidee,N,1,,,150/202,swordshieldbaseset,Akira Komayama,,,1/25/2020
822,Corvisquire,N,2,,,151/202,swordshieldbaseset,Anesaki Dynamic,,,1/25/2020
831,Wooloo,N,1,,,153/202,swordshieldbaseset,Mizue,,,2/2/2020
T,Crushing Hammer,I,2,,,159/202,swordshieldbaseset,sodaji,,,1/25/2020
T,Energy Switch,I,2,,,162/202,swordshieldbaseset,Toyste Beach,,,2/2/2020
T,Evolution Incense,I,2,,,163/202,swordshieldbaseset,Ryo Ueda,,,1/25/2020
T,Great Ball,I,2,,,164/202,swordshieldbaseset,Toyste Beach,,,1/25/2020
T,Hop,Su,2,,,165/202,swordshieldbaseset,Ken Sugimori,,,1/25/2020
T,Lum Berry,I,2,,,168/202,swordshieldbaseset,Yoshinobu Saito,,,1/25/2020
T,Marnie,Su,3,,,169/202,swordshieldbaseset,kirisAki,,,1/25/2020
T,Metal Saucer,I,2,,,170/202,swordshieldbaseset,Toyste Beach,,,1/25/2020
T,Poke Kid,Su,2,Reverse,,173/202,swordshieldbaseset,Hitoshi Ariga,,,2/2/2020
T,Pokegear 3.0,I,2,,,174/202,swordshieldbaseset,Ryo Ueda,,,2/2/2020
T,Pokemon Catcher,I,2,,,175/202,swordshieldbaseset,Ryo Ueda,,,2/2/2020
T,Professor's Research,Su,2,,Professor Magnolia,178/202,swordshieldbaseset,Yusuke Ohmura,,,1/25/2020
T,Quick Ball,I,2,Reverse,,179/202,swordshieldbaseset,sodaji,,,1/25/2020
T,Rotom Bike,I,2,,,181/202,swordshieldbaseset,5ban Graphics,,,1/25/2020
T,Switch,I,2,,,183/202,swordshieldbaseset,Studio Bora Inc.,,,1/25/2020
T,Vitality Band,I,2,,,185/202,swordshieldbaseset,Toyste Beach,,,1/25/2020
T,Aurora Energy,E,2,,,186/202,swordshieldbaseset,,,,1/25/2020
142,Aerodactyl,Fg,3,Reverse,,1/62,fossil,Kagemaru Himeno,,,
89,Muk,G,3,Reverse,,13/62,fossil,Mitsuhiro Arita,,,
149,Dragonite,N,3,,,19/62,fossil,Kagemaru Himeno,,,
141,Kabutops,Fg,3,,,24/62,fossil,Ken Sugimori,,,7/23/2019
146,Moltres,F,3,,,27/62,fossil,Mitsuhiro Arita,Dirty,,
26,Raichu,El,3,,Edition 1,29/62,fossil,Mitsuhiro Arita,,,
92,Gastly,P,2,,,33/62,fossil,Mitsuhiro Arita,,,7/23/2019
42,Golbat,G,2,,,34/62,fossil,Kagemaru Himeno,,,
55,Golduck,W,2,,,35/62,fossil,Kagemaru Himeno,,,
76,Golem,Fg,2,,,36/62,fossil,Kagemaru Himeno,Dirty,,
75,Graveler,Fg,2,,,37/62,fossil,Kagemaru Himeno,,,
99,Kingler,W,2,,,38/62,fossil,Kagemaru Himeno,,,
139,Omastar,W,2,,,40/62,fossil,Ken Sugimori,,,
28,Sandslash,Fg,2,,,41/62,fossil,Ken Sugimori,,,7/23/2019
117,Seadra,W,2,,,42/62,fossil,Ken Sugimori,,,
80,Slowbro,P,2,,,43/62,fossil,Kagemaru Himeno,Bent,,
110,Weezing,G,2,,,45/62,fossil,Mitsuhiro Arita,,,
23,Ekans,G,1,,,46/62,fossil,Kagemaru Himeno,Dirty,,
74,Geodude,Fg,1,,,47/62,fossil,Kagemaru Himeno,,,
88,Grimer,G,1,,,48/62,fossil,Mitsuhiro Arita,,,
116,Horsea,W,1,,,49/62,fossil,Mitsuhiro Arita,,,
140,Kabuto,Fg,1,,,50/62,fossil,Ken Sugimori,,,7/23/2019
98,Krabby,W,1,,,51/62,fossil,Mitsuhiro Arita,,,
138,Omanyte,W,1,,,52/62,fossil,Kagemaru Himeno,,,
54,Psyduck,W,1,,,53/62,fossil,Kagemaru Himeno,,,
90,Shellder,W,1,,,54/62,fossil,Mitsuhiro Arita,,,
79,Slowpoke,P,1,,,55/62,fossil,Miki Takano,,,
72,Tentacool,W,1,,,56/62,fossil,Kagemaru Himeno,,,
41,Zubat,G,1,,,57/62,fossil,Kagemaru Himeno,,,
T,Energy Search,T,1,,,59/62,fossil,Keiji Kinebuchi,,,
T,Gambler,T,1,,,60/62,fossil,Keiji Kinebuchi,,,
T,Recycle,T,1,,,61/62,fossil,Keiji Kinebuchi,,,
267,Beautifly,G,3,,,19/130,diamondandpearl,Atsuko Nishida,,,
269,Dustox,G,3,,,25/130,diamondandpearl,Kouki Saitou,Bent,,
274,Nuzleaf,D,2,,,57/130,diamondandpearl,Kagemaru Himeno,Torn Edges,,8/20/2019
78,Rapidash,F,2,,,59/130,diamondandpearl,Naoyo Kimura,,,8/17/2019
447,Riolu,Fg,2,,,61/130,diamondandpearl,Ken Sugimori,Used,,8/20/2019
266,Silcoon,G,2,,,63/130,diamondandpearl,Ken Sugimori,,,
201,Unown A,P,2,,,65/130,diamondandpearl,Nakaoka,,,
201,Unown D,P,2,,,68/130,diamondandpearl,Nakaoka,,,
438,Bonsly,Fg,1,,,71/130,diamondandpearl,Midori Harada,Used,,8/20/2019
418,Buizel,W,1,,,72/130,diamondandpearl,Ken Sugimori,,,
390,Chimchar,F,1,Reverse,,76/130,diamondandpearl,Ken Sugimori,,,
415,Combee,G,1,,,79/130,diamondandpearl,Ken Sugimori,,,
355,Duskull,P,1,,,80/130,diamondandpearl,Atsuko Nishida,Scratched,,7/20/2019
92,Gastly,P,1,,,82/130,diamondandpearl,Kouki Saitou,,,
81,Magnemite,Sl,1,,,87/130,diamondandpearl,Kouki Saitou,Bent,,
315,Roselia,G,1,,,96/130,diamondandpearl,Ken Sugimori,,,
215,Sneasel,D,1,,,100/130,diamondandpearl,Ken Sugimori,Used,,8/20/2019
396,Starly,N,1,,,101/130,diamondandpearl,Ken Sugimori,,,7/20/2019
265,Wurmple,G,1,,,104/130,diamondandpearl,Ken Sugimori,,,
389,Torterra lv.X,G,3,,,120/130,diamondandpearl,Shizurow,,,
T,Grass Energy,E,1,,,123/130,diamondandpearl,,,,
T,Water Energy,E,1,,,125/130,diamondandpearl,,,,
8,Wartortle,W,2,,,50/112,fireredandleafgreen,Mitsuhiro Arita,Used,,8/20/2019
1,Bulbasaur,G,1,,,55/112,fireredandleafgreen,Hajime Kusajima,Used,,8/20/2019
35,Clefairy,N,1,,,59/112,fireredandleafgreen,Mitsuhiro Arita,,,
355,Duskull,P,1,Reverse,e-Card,62/100,fireredandleafgreen,Aya Kusube,Bent,,8/20/2019
98,Krabby,W,1,,,66/112,fireredandleafgreen,Kouki Saitou,Used,,8/20/2019
29,Nidoran F,G,1,,,70/112,fireredandleafgreen,Naoyo Kimura,Used,,8/20/2019
46,Paras,G,1,,,72/112,fireredandleafgreen,Yuka Morii,Used,,8/20/2019
60,Poliwag,W,1,,,75/112,fireredandleafgreen,Ken Sugimori,Used,,8/20/2019
19,Rattata,N,1,,,77/112,fireredandleafgreen,Kyoko Umemoto,,,7/20/2019
86,Seel,W,1,,,78/112,fireredandleafgreen,Toshnao Aoki,Used,,8/20/2019
48,Venonat,G,1,,,84/112,fireredandleafgreen,Kagemaru Himeno,Used,,8/20/2019
13,Weedle,G,1,,,86/112,fireredandleafgreen,Hajime Kusajima,Used,,8/20/2019
495,Snivy,G,1,,,1/114,blackandwhitebaseset,Kagemaru Himeno,,,
495,Snivy,G,1,Reverse,,2/114,blackandwhitebaseset,5ban Graphics,,,
496,Servine,G,2,,,3/114,blackandwhitebaseset,Kagemaru Himeno,,,
497,Serperior,G,3,Reverse,,5/114,blackandwhitebaseset,Kagemaru Himeno,,,
497,Serperior,G,3,Art,,5/114,blackandwhitebaseset,Kagemaru Himeno,,,
497,Serperior,G,3,Art,,6/114,blackandwhitebaseset,5ban Graphics,,,
497,Serperior,G,3,Reverse,,6/114,blackandwhitebaseset,5ban Graphics,,,8/30/2019
511,Pansage,G,1,Reverse,,7/114,blackandwhitebaseset,sui,,,
512,Simisage,G,2,Reverse,,8/114,blackandwhitebaseset,Masakazu Fukuda,,,
548,Petilil,G,1,,,9/114,blackandwhitebaseset,Kagemaru Himeno,,,
556,Maractus,G,3,,,12/114,blackandwhitebaseset,Kouki Saitou,,,
585,Deerling,G,1,,,13/114,blackandwhitebaseset,Atsuko Nishida,,,
586,Sawsbuck,G,3,,,14/114,blackandwhitebaseset,Naoyo Kimura,,,
498,Tepig,F,1,,,15/114,blackandwhitebaseset,Kouki Saitou,,,
498,Tepig,F,1,,,16/114,blackandwhitebaseset,5ban Graphics,,,
499,Pignite,F,2,Reverse,,17/114,blackandwhitebaseset,Kouki Saitou,,,
499,Pignite,F,2,,,18/114,blackandwhitebaseset,5ban Graphics,,,
513,Pansear,F,1,,,21/114,blackandwhitebaseset,match,,,
514,Simisear,F,2,,,22/114,blackandwhitebaseset,Shin Nagasawa,,,
554,Darumaka,F,2,,,24/114,blackandwhitebaseset,Masakazu Fukuda,,,
501,Oshawott,W,1,,,27/114,blackandwhitebaseset,Masakazu Fukuda,,,
501,Oshawott,W,1,,,28/114,blackandwhitebaseset,5ban Graphics,,,
502,Dewott,W,2,Art,,29/114,blackandwhitebaseset,Masakazu Fukuda,,,
502,Dewott,W,2,,,30/114,blackandwhitebaseset,5ban Graphics,,,
503,Samurott,W,3,,,31/114,blackandwhitebaseset,Masakazu Fukuda,,,
515,Panpour,W,1,,,33/114,blackandwhitebaseset,Atsuko Nishida,Tattered Edges,,
516,Simipour,W,2,,,34/114,blackandwhitebaseset,Kagemaru Himeno,,,
550,Basculin,W,2,,,35/114,blackandwhitebaseset,Naoyo Kimura,,,
580,Ducklett,W,1,,,36/114,blackandwhitebaseset,Kagemaru Himeno,,,
581,Swanna,W,3,,,37/114,blackandwhitebaseset,Naoyo Kimura,,,
594,Alomomola,W,3,,,39/114,blackandwhitebaseset,Naoyo Kimura,,,
522,Blitzle,El,1,,,40/114,blackandwhitebaseset,Kouki Saitou,,,
522,Blitzle,El,1,,,41/114,blackandwhitebaseset,Kagemaru Himeno,,,
523,Zebstrika,El,2,Reverse,,42/114,blackandwhitebaseset,Kouki Saitou,,,
595,Joltik,El,1,,,44/114,blackandwhitebaseset,Kouki Saitou,,,
595,Joltik,El,1,Reverse,,45/114,blackandwhitebaseset,Masakazu Fukuda,,,
596,Galvantula,El,3,,,46/114,blackandwhitebaseset,Mitsuhiro Arita,,,
517,Munna,P,2,,,48/114,blackandwhitebaseset,Atsuko Nishida,,,
518,Musharna,P,3,,,49/114,blackandwhitebaseset,Masakazu Fukuda,,,
527,Woobat,P,1,,,50/114,blackandwhitebaseset,MAHOU,,,
528,Swoobat,P,2,,,51/114,blackandwhitebaseset,Kouki Saitou,,,
543,Venipede,P,1,,,52/114,blackandwhitebaseset,Masakazu Fukuda,,,
544,Whirlipede,P,2,,,53/114,blackandwhitebaseset,Masakazu Fukuda,,,
545,Scolipede,P,3,,,54/114,blackandwhitebaseset,Masakazu Fukuda,,,
577,Solosis,P,1,,,55/114,blackandwhitebaseset,MAHOU,,,
578,Duosion,P,2,,,56/114,blackandwhitebaseset,Shin Nagasawa,,,
532,Timburr,Fg,1,,,58/114,blackandwhitebaseset,match,,,
532,Timburr,Fg,1,,,59/114,blackandwhitebaseset,Masakazu Fukuda,,,
